리뷰번호,영화제목,리뷰내용,리뷰별점,총점,리뷰작성일자
18513949,자백,['반전이 있는 재미있어요연기도 좋고 나나는 예쁘고 소지섭은 역시 멋있네요'],10,10,22.10.28
18513948,자백,['반전도 좋고 김윤진연기 좋으다 '],10,10,22.10.28
18513947,일라이,['최애영화 그시절의 느낌을..'],10,10,22.10.28
18513946,리멤버,['배우들 감정연기도 좋았고 스토리도 괜찮았던영화 다만 극장가서보니 세대별로 느끼는 감정선이 다르다는걸 느껴서 안타까움이 있었네요 난 배우들 감정에 몰입되서 보고있는데 10대로 보이는 애들은 코골며 자더니 영화 끝날때재미없다며 투덜되더라구요. 역사를 잊은 국민에겐 미래는없다VS과거에 머무는 국민에겐 미래가 없다   영화를 본 관객은 어떻게 생각하는지요? 역사 추천 vs과거 비추천'],10,10,22.10.28
18513945,정직한 후보2,['너무 허접스런 설정 돈아까움 '],2,10,22.10.28
18513943,리멤버,['최고입니다. 다 보셔야합니다.'],10,10,22.10.28
18513942,화차,"['우선,장르를 떠나 2012년도에 나온 작품이지만 10년이 지난 지금 봐도 완성도가 너무 좋습니다. 각본 연출 그리고 구멍없는 배우들의 연기력이 돋보입니다. 그리고 저 자신의 비슷한 경험때문에   극중 이선균 배우분의 감정이 고스란히 느껴졌어요. 또 극중 김민희 배우분의 캐릭터는 어쩌면 탈출구없는환경이 매 순간 극단적 선택을 내리는 삶을 살 수 밖에 없는 인물이 되어버린 것같아요.일곱 쯤 봤는데도 저에겐 매번 몰입하게 되는 영화입니다. ']",10,10,22.10.28
18513941,리멤버,['제2의 암살 친일청산 클리셰 배우님들 연기가 살림'],6,10,22.10.28
18513940,리멤버,[''],10,10,22.10.28
18513939,20세기 소녀,"['재미도없고...오글거리고,, 감동도없고...뭣도없는....;항마력 테스트 받은기분... ']",1,10,22.10.28
18513938,더 폰,['투썸서업!투썸서업!!'],6,10,22.10.28
18513937,너의 췌장을 먹고 싶어,"['제목의 문장이 영화 마지막 장면에 여주의 마지막 대사로 등장하는데.. 네가 좋다, 너와 함께하고 싶다, 죽어서 너를 못보게 되는게 싫다, 너의 일부가 되고싶다, 너를 갖고 싶다, 너와 하나가 되고 싶다, 이런 모든 의미를 담아서 한 말이 &amp;#39;너의 췌장을 먹고 싶어&amp;#39; 였던거 같고, 결국 그 말은 &amp;#39;너를 좋아해&amp;#39; 라는 고백의 의미였던거 같다.. 사쿠라의 캐릭터 성격상 좋아한다 사랑한다 하는 직접적인 고백보단 &amp;#39;너의 췌장을 먹고 싶어&amp;#39; 라는 장난스런 말속에 너와 함께하고 싶어, 너와 헤어지기 싫어, 너를 좋아해, 그런 모든 의미를 담아 사랑고백을 했던거 같다.. 사람을 억지로 울리는게 아니라 영화를 보다보면 저절로 눈물 흘리는 나를 발견하게 되는 일본 감성영화 특유의 멜로코드를 잘 보여준다. 다소 아쉬운점이 있다면 후반부에 좀더 신경써서 매끄러운 전개를 보여줬다면 훨씬 좋은작품이 됐을거 같다. 서정적으로 순조롭게 이어지던 중반까지의 전개와는 달리 후반부에 너무 시간에 쫓기는듯한 다급한 전개가 아쉽다. 런닝타임에 맞추느라 뒷마무리 전개가 다급해진 느낌? 런닝타임이 길어지더라도 조금더 세심한 후반부 전개를 보여줬다면 좋았을거 같다는 아쉬움이 살짝 남는 영화였다. 그렇지만 그럼에도 불구하고 나는 감동적인 작품으로 평가하고 싶다. 충분히 좋은작품 이었다. 악평에 시달릴만한 영화는 절대 아니었다.']",10,10,22.10.28
18513936,죽어도 자이언츠,['승소수자 롯데 자이언츠가 승다수자가 되길 기원합니다'],9,10,22.10.28
18513935,리멤버,['그냥 그럭저럭'],7,10,22.10.28
18513933,블랙 아담,['액션 하나는 좋았어요!'],10,10,22.10.28
18513931,자백,['적당히 볼만하고 그럭저럭'],7,10,22.10.28
18513930,외계+인 1부,['최동훈 천재임~~식상했던 국내영화에 신선함!!연출.기획.음악.모두 획기적임어떻게 이런생각을 하지??'],8,10,22.10.28
18513929,아수라도,['감독새끼 적성에 안맞는고 아니냐?'],1,10,22.10.28
18513928,블랙 아담,['올해 본 액션 영화중에 최고로 재미 있고 좋았어요. 우리도 이런 히어로 무비 있으면 좋겠어요'],9,10,22.10.28
18513927,터미네이터: 다크 페이트,['개노잼.. 굳이..? 리부트를? 이딴 내용으로..? 왜..? '],1,10,22.10.28
18513926,에브리씽 에브리웨어 올 앳 원스,['선택하지 않은 무수한 길 위의 나'],10,10,22.10.28
18513925,자백,['똑같은 장면 계속 돌려보는줄 별로에요..ㅠ'],2,10,22.10.28
18513924,독수리 요새,['재미있게 봤어요..좋아요.'],10,10,22.10.28
18513923,자백,['재미있게 잘 봤습니다 ~~~~'],10,10,22.10.28
18513922,목숨 건 연애,['왜? 한국 영화에 엉터리 발음 영어를 계속 들어야 하는지도 모르겠고 일류 배우를 삼류 배우로 만드는 마법은 신선함.'],1,10,22.10.28
18513921,블랙 아담,['방금 보고왔는데 쓰레기다.초등학생들이 보면 될듯쿠키영상은 슈퍼맨 나온다.ㅎㅎㅎ'],4,10,22.10.28
18513920,살인자,['김현수 배우 연기도 못하는데 왜자꾸 나오는겨;;'],1,10,22.10.28
18513919,스타게이저: 아스트로스코프,['처음엔 귀엽다 다들 열심히 준비했구나 하면서 봤는데 뒤로 갈수록 감동이 ㅠㅠ 마지막 찐엔딩무대 나올 때 특히 울컥했어요 옛날 생각들도 나면서 다시 한 번 평로하 결심 ㅠㅠㅠㅠ 여운이 커서 또 보러가고싶어요'],10,10,22.10.28
18513918,정직한 후보2,['뻔한개그 식상한소재 속편까지나올영화는 아닌데'],1,10,22.10.28
18513917,오펀: 천사의 탄생,['궁금하지 않아도 되는 이야기였다.'],5,10,22.10.28
18513916,20세기 소녀,['너무 뻔한 스토리에다 그냥 오해다라고 말을 못함 ㅋㅋ 너무 답답하다 그냥 ㅉ'],1,10,22.10.28
18513915,킹스맨: 퍼스트 에이전트,['나는 너무 좋던데... 넷플릭스 감사 ㅎㅎ '],10,10,22.10.28
18513914,블랙 아담,['뜬금없는 저스티스 소사이어티의 연출보다는 블랙아담에 집중하는 것이 어땠을지...허나 쿠키영상 하나만으로 값진!!'],8,10,22.10.28
18513913,프로메테우스,['에일리언 시리즈의 명성에 맞는 프리퀄'],10,10,22.10.28
18513911,캐릭터,[''],10,10,22.10.28
18513910,말아톤,['마지막 조승우 씨익 웃는 장면은 어떤 영화 미소보다도 아름답다고 생각한다.'],10,10,22.10.28
18513909,리멤버,['배우분들의 연기력이 대단함을 느끼고 왔습니다 스토리도 괜찮고 영화관에서 보길 잘했어요'],10,10,22.10.28
18513908,블랙 아담,[''],6,10,22.10.28
18513907,콜롬비아나,['정말 재미있게 봤습니다'],10,10,22.10.28
18513906,블랙 아담,['스토리는 평범하고 뻔한 느낌인데 액션과 타격감이 좋았다.'],7,10,22.10.28
18513905,어벤져스: 엔드게임,['내 인생 최고의 영화...'],10,10,22.10.28
18513904,리멤버,['현시점의 친일후손들에 분노한 이들은 꼭 보시라!!'],10,10,22.10.28
18513903,리멤버,['볼만 했고~ 몰입 되었다'],8,10,22.10.28
18513902,20세기 소녀,['내 아까운 2시간 물어내라'],1,10,22.10.28
18513901,20세기 소녀,['내나이 40살...진짜 완전 스며들었어요ㅠ김유정씨도 연기 잘하지만...변우석씨...처음 보는 배우인데ㅜㅜ완전 배역이 찰떡입니다ㅠ이 나이에 엄청 울었어요ㅠ강추예요!'],10,10,22.10.28
18513900,리멤버,['재밌음지루한 부분이 없이 가득'],10,10,22.10.28
18513899,인생은 아름다워,['염정아의 연기가 눈부시도록 빛났습니다.'],7,10,22.10.28
18513897,바람의 검심 최종장: 더 비기닝,[''],10,10,22.10.28
18513896,리멤버,['복수극인데 긴장감이 저에겐 없어서 그리 재밌진않았어요'],6,10,22.10.28
18513895,리멤버,['개재밌슴 ㅅㅂ 개꿀잼...!'],10,10,22.10.28
18513894,왕의 남자,['생각 없이 보았다가 인생 영화가 되었습니다'],10,10,22.10.28
18513893,공조2: 인터내셔날,['강추~!!!  또보고픈  영화는  처음이였어요~~~     '],10,10,22.10.28
18513892,리멤버,"['독립운동가분들이 정말 대단한게 일제앞잡이들이 조선을 포기하고 자민족 탄압할때, 독립을 이루겠다는 희망을 잃지않고 끝까지 포기하지 않았다는 겁니다.  결국 독립을 이루고 일제앞잡이들한테 빅엿을 날려줄수 있었는데 아직도 이땅엔 토착왜구들이 날뛰고 있네요. 아무리 돈이 좋아도 일본을 섬기고 중국공산당에 포섭되지는 맙시다.']",10,10,22.10.28
18513890,늑대사냥,['액션만...차라리 두개로 나누시지 ;;'],4,10,22.10.28
18513889,공조2: 인터내셔날,['대박 재미있게 봄^^  공조3 나왔으면 좋겠어요~^^'],10,10,22.10.28
18513888,파워 오브 도그,['마지막 10분의 반전을 위해 지루한 1시간 50분짜리 영상을 봐야하는 망작'],1,10,22.10.28
18513887,트루먼 쇼,[''],10,10,22.10.28
18513886,스타게이저: 아스트로스코프,['항상 응원할게요 화이팅!'],10,10,22.10.28
18513885,소중한 날의 꿈,['와 너무 감동적이고 재밋어요'],10,10,22.10.28
18513884,죽어도 자이언츠,['롯데자이언츠 부산갈매기 따라부를'],10,10,22.10.28
18513883,소중한 날의 꿈,['첫사랑 이야기 귀엽다..'],10,10,22.10.28
18513882,20세기 소녀,['1분만에 손절한건 드문데 ㅋㅋㅋ 무슨 우체부가 새벽에 일을 하냐? 새벽에 우체부 다니는거 보고 바로 껐다'],1,10,22.10.28
18513881,20세기 소녀,['99년도엔Mt헬멧과코모헬멧이 없었답니다~~~'],8,10,22.10.28
18513880,여름 이야기,['여름 햇살 아래서는 나를 찾는 여정 보다는 다른 이 앞에서 솔직해지기를'],7,10,22.10.28
18513879,늑대사냥,[' 총은 폼으로 가지고 다니냐? 그냥 좀 쏘라구. '],2,10,22.10.28
18513878,늑대사냥,[' 총은 폼으로 가지고 다니냐? 그냥 좀 쏘라구. '],2,10,22.10.28
18513877,늑대사냥,[' 총은 폼으로 가지고 다니냐? 그냥 좀 쏘라구. '],2,10,22.10.28
18513876,인생은 아름다워,['엄마랑 보고 나왔는데 웃다가 울다가 했어요!부부가 보면 좋을듯 :)'],8,10,22.10.28
18513875,블랙 아담,['별로입니다. 무슨 스토리였는지 기억이 안나요..'],5,10,22.10.28
18513874,소중한 날의 꿈,['정말 옛날처럼 순수한 첫사랑같은 내용이였다. 엄청 집중하면서 본거같다고 생각한다 풋풋한 내용이다'],10,10,22.10.28
18513872,리멤버,['스토리가 편향된 시점에 치우쳐져 있다보니공감력이 개인적으로 전혀없었네요배우들의 개연성도 낮았습니다영화보면서 계속 몰입이 끊기다보니자리에서 일어나고 싶었네요...'],2,10,22.10.28
18513871,더 킹,['와 다시봐도 몰입감이 이정도네 ㅋㅋ 진짜 이 영화는 단순히 스토리와 연기로만 얘기할게 아니다. 특유의 몰입감으로 단 한치도 쉴수없게 만드는 연출. 이게 진짜 이영화의 백미다'],10,10,22.10.28
18513869,블랙 아담,['평점 낮은 이유가 있네~ 보는 내내 영화가 빨리 끝나기를 바랬다'],5,10,22.10.28
18513868,가려진 시간,['마지막 중년의 성민이 모습이 너무 짠하고 안스럽네요~'],8,10,22.10.28
18513867,20세기 소녀,['20세기의 소녀와 동시대를 살아가는 사람입니다그 시절 제 첫사랑도 불의의 사고로 하늘나라갔는데 이 영화를 보며 그때의 기억이 떠올라 마음이 많이 뭉클해지고 눈물이나요감사합니다 잊고 있었던 추억을 떠올릴수있게 해주셔서...'],9,10,22.10.28
18513866,블랙 아담,['사박하는 순간 헛웃음 나오네요 누가 10점주는지 '],6,10,22.10.28
18513865,82년생 김지영,['정말 재밌어요 다음에도 꼭 보고싶네요^^'],1,10,22.10.28
18513864,노무현입니다,['이기야 딱좋다³1르륻ㅏ다앙'],1,10,22.10.28
18513862,자백,['진실앞에선 그 아무것도 감춰질수 없는 진실세상은 모든걸 다 가질수 없다는걸 깨닫는시간죄를 지었다면 반드시 댓가를 치르는게 세상에이치 모든 사람들에게도 적용됐슴 좋으련만~~'],9,10,22.10.28
18513861,한산: 용의 출현,['명량 보다 좀. .아쉬웠음'],8,10,22.10.28
18513860,리멤버,['시간가는줄 모르고봣고 연기력에 또한번감탄하며 봣어요 할아버지가 저리도 멋잇을줄이야ㆍㆍ심쿵한 제가 이상할정도로 ㅋ'],10,10,22.10.28
18513858,정직한 후보2,['박진주 연기 잘한다ㅎㅎ역시 한국영화는 2를 만들면 안되는건가. .범죄도시 신과함께는 다 성공했는데ㅎㅎ명량보다 한산도 좀 아쉬웠음'],7,10,22.10.28
18513857,에브리씽 에브리웨어 올 앳 원스,['10점 만점 줄려고 오랜만에 평 쓰러왔습니다.'],10,10,22.10.28
18513856,자백,['원작보다 뛰어나 긴장감과 몰입도로 완성도를 훨씬 높였네요. 재미나요'],10,10,22.10.28
18513855,늑대사냥,['좀비만안나오는 범죄영화였으면더 잼있었을듯별점하나도 줄수없는듯함'],2,10,22.10.28
18513854,인생은 아름다워,['한국최초 뮤지컬 영화라니 신선하고배우닌들 연기도 좋으셨어요'],10,10,22.10.28
18513853,분홍신,['평점이 너무 낮다.김혜수와 아역 연기.너무 잘함.스토리두 좋고..너무 저평가 된게 아쉬움.'],9,10,22.10.28
18513852,늑대사냥,['굉장히 순수하고 천진난만한 동화적인 영화네요 근데 서인국이 주인공이 아니였네요? ㅎㅎㅎㅎ  '],10,10,22.10.28
18513851,20세기 소녀,['잔잔하고 재미있었습니다. 다만 안타까운점은 그냥 아역배우와 성인배우를 나누지않고 그대로 갔었으면 더 감정선이 연결되어 좋았을것 같습니다. 특정 배우의 연기가 문제가 아니라요... 이제 아역 성인역 나누는것도 굉장히 올드함... 몰입 깨짐...'],10,10,22.10.28
18513850,사도,['오랜만에 다시 보았습니다.눈물이 날 정도로 감동적인 영화 입니다.송강호 유아인씨의 연기로 더욱더 실감났습니다.'],10,10,22.10.28
18513849,자백,['리메이크가 잘 됐습니다'],10,10,22.10.28
18513848,코다,['내가 필요한 인생 나를 필요로한 인생 내 능력은 어디에 '],5,10,22.10.28
18513847,리멤버,['원작영화도 궁금해질만큼 재밌었는데 원작영화 개봉은 도대체 언제..'],7,10,22.10.28
18513846,리멤버,"['친일파에 대한 우리사회 인식에 대해 재고할 수 있는 기회였으며, 생존형 친일파에 대한 재평가 역시 과제']",10,10,22.10.28
18513845,자백,['K-전개속도 미쳤음!ㅋㅋㅋ 각 인물들 심리 쫓아가다가 뭐하나라도 놓칠까봐 초집중&amp;초흥분하면서 봄ㅋㅋ 한 번 더 봐도 재밌을 것 같아 고민중. 다들 자백보고 모여봐봐'],10,10,22.10.28
18513844,블랙 아담,['샤잠! 외칠 때 유치하다 걱정했는데 볼거리는 충분해요~'],8,10,22.10.28
18513843,티켓 투 파라다이스,[''],10,10,22.10.28
18513842,늑대사냥,['주인공이없네 무슨내용일까...주인공급배우들이 그냥 팩트없이 연기하다 내용없이죽는다...ㅡ..ㅡ;;'],4,10,22.10.28
18513841,너의 이름은.,['언제 봐도 재밌고 감동적인 영화 ㅠㅠ'],10,10,22.10.28
18513840,미 비포 유,['너무너무 잘 봤습니다!'],10,10,22.10.28
18513839,자백,['가장 완벽한 끝까지 몰입도 짱ㅎ'],10,10,22.10.28
18513838,리멤버,['진작에 나라가해야할 친일파청산을 할아버지  한분이  한다 수십년간 계획을세워서'],10,10,22.10.28
18513837,미스터 노바디,['가끔 생각해봤던 내용을 다뤄줘서 괜찮은 내용을 재미는 없지만 관심있게 봤고 동양 여성에 대한 인종차별만 없었어도 10점은 줬을텐데'],6,10,22.10.28
18513836,공조2: 인터내셔날,"['추석 코미디/액션 영화로 이만한 영화가 있을 수 있을까.. 비주얼이면 비주얼, 코미디면 코미디, 액션이면 액션 등 흥행에 성공할 수 밖에 없는 속편으로 돌아온 느낌.']",6,10,22.10.28
18513835,에브리씽 에브리웨어 올 앳 원스,['이제 중년으로 들어선 누구보다도 열심히 치열하게 살고있는 두아이의 엄마로 영화를 봤다. 어떻게보면 나하고 비슷해보이는 양자경의 현재속에서 또다르게 돌아가는 세상들이 결국 돌고 돌아 가족의 사랑으로 마무리되었을 때 많은 생각을 할수 있게 해주었다.'],9,10,22.10.28
18513834,비상선언,"['억지 반일 반미 무능한정부욕,, 이해되지않는 상황들']",4,10,22.10.28
18513833,자백,['뻔한스토리'],5,10,22.10.28
18513832,블랙핑크: 세상을 밝혀라,[''],10,10,22.10.28
18513831,한산: 용의 출현,[''],7,10,22.10.28
18513830,인생은 아름다워,['부모님이랑 보기 너무 좋고 2시간내내 펑펑 울다나왔네요'],10,10,22.10.28
18513829,자백,['몰입도 좋아요시간가는줄 모르고 잘봤어요'],10,10,22.10.28
18513828,놉,[''],8,10,22.10.28
18513827,정직한 후보2,[''],6,10,22.10.28
18513826,미쓰 와이프,['그저그런 흔한 코믹물로 얕봤다가 눈물 펑펑 쏟고 지금도 가끔 생각나면 챙겨보게되는..'],10,10,22.10.28
18513825,리멤버,['잼써요 내용자체가 꼭 알고 기억해야 할 내용이기네 많이들 봤으면 해요 남주혁 이성민 둘 다 연기를 참 잘하네요'],10,10,22.10.28
18513824,모비우스,['스토리가 아쉽습니다. 뭔가 빌런과 빌런대립이 애매한 설정. 액션은 볼만합니다. 모비우스2가 나오면 기대해봄'],8,10,22.10.28
18513823,20세기 소녀,['역시 믿고보는 배우 김유정'],10,10,22.10.28
18513822,에브리씽 에브리웨어 올 앳 원스,['내용이 산만하고 뭔가 어설프다'],2,10,22.10.28
18513821,자백,"['나 반전 보여준다!! 보여준다고 했따!!!! 자 반전너도 보여줘? 나도 보여준다!! 밑밥 깔아놨다!! 자 반전을 반복하는 영화. 보통 반전영화 보고나면 기분이 찜찜한데, 너무 예상대로 반전이 흘러가서 깔끔했다. 고로 지루했다.']",6,10,22.10.28
18513820,공조2: 인터내셔날,[''],6,10,22.10.28
18513816,20세기 소녀,['시작부터 너무 뻔함. 예상한 그대로 풀림. 대만 청춘영화같은걸 만들고 싶었나 봄. 이런류의 이야기 너무 많아서 신선도가 확 떨어짐. 김유정 예쁜거 빼면 볼게없음. 왜 넷플1위인지 모르겠음. [불쑥 화가 나서 추가함. 생각할수록 시간이 너무 아까워서 화가 난다. 친구가 추천해준거였는데 진짜 화남]'],1,10,22.10.28
18513815,애프터 미투,[''],10,10,22.10.28
18513814,캐릭터,[''],8,10,22.10.28
18513813,에브리씽 에브리웨어 올 앳 원스,['산만한 감동 복잡한 우주 '],8,10,22.10.28
18513811,티켓 투 파라다이스,[''],8,10,22.10.28
18513812,티켓 투 파라다이스,[''],8,10,22.10.28
18513810,리멤버,['한국인만 공감할 수 있는 서사로 영화의 툼을 메운다'],7,10,22.10.28
18513809,내겐 너무 소중한 너,['이런좋은 영화는 많이 나왔음 해요^^^'],10,10,22.10.28
18513808,늑대사냥,['진짜영화이상했네요 ㅠㅠ'],2,10,22.10.28
18513806,블랙 아담,['히어로물 특유의 개연성은 으잉?싶지만 그냥 가볍게 액션물 본다 생각하면 괜찮습니다. 락형님의 포스는 여전히 ㄷㄷㄷ하네요'],8,10,22.10.28
18513804,20세기 소녀,['생각없이 봤다가 너무 풋풋하고 마지막엔 슬퍼요'],10,10,22.10.28
18513803,자백,['김윤진..역시      소지섭..오~      나나..와..'],10,10,22.10.28
18513802,리멤버,['반일은 해도 반공은 못하는 희안한 한국 영화판. 솔직히 프로파간다 너무 심함. 단체 관람이어서 끝까지 봤지 아니면 30분도 안보고 나왔음.'],2,10,22.10.28
